Category;Order Date;Segment;Sales Target
Furniture;2019-05-07;Home Office;55 
Furniture;2019-05-07;Consumer;39 
Technology;2019-05-07;Consumer;26 
Office Supplies;2019-05-07;Consumer;3 
Technology;2019-05-08;Consumer;4452 
Furniture;2019-05-08;Consumer;547 
Office Supplies;2019-05-08;Consumer;143 
Office Supplies;2019-05-09;Consumer;1038 
Furniture;2019-05-09;Corporate;208 
Technology;2019-05-09;Consumer;55 
Office Supplies;2019-05-10;Corporate;1035 
Technology;2019-05-10;Consumer;105 
Office Supplies;2019-05-10;Consumer;105 
Office Supplies;2019-05-10;Home Office;9 
Technology;2019-05-11;Home Office;737 
Office Supplies;2019-05-11;Consumer;21 
Office Supplies;2019-05-12;Consumer;5 
Technology;2019-05-13;Corporate;556 
Technology;2019-05-13;Consumer;126 
Office Supplies;2019-05-13;Corporate;96 
Office Supplies;2019-05-13;Consumer;58 
Furniture;2019-05-13;Corporate;10 
Technology;2019-05-15;Corporate;209 
Office Supplies;2019-05-15;Corporate;123 
Furniture;2019-05-15;Consumer;80 
Furniture;2019-05-15;Corporate;28 
Office Supplies;2019-05-16;Home Office;563 
Office Supplies;2019-05-16;Consumer;39 
Office Supplies;2019-05-17;Consumer;586 
Furniture;2019-05-17;Consumer;286 
Furniture;2019-05-18;Consumer;180 
Office Supplies;2019-05-18;Consumer;127 
Office Supplies;2019-05-18;Corporate;28 
Office Supplies;2019-05-19;Consumer;114 
Office Supplies;2019-05-20;Consumer;775 
Furniture;2019-05-20;Consumer;610 
Office Supplies;2019-05-20;Corporate;103 
Technology;2019-05-21;Consumer;1187 
Furniture;2019-05-21;Home Office;892 
Office Supplies;2019-05-21;Home Office;62 
Office Supplies;2019-05-21;Consumer;3 
Technology;2019-05-22;Corporate;2468 
Office Supplies;2019-05-22;Corporate;174 
Technology;2019-05-22;Consumer;113 
Technology;2019-05-23;Consumer;733 
Office Supplies;2019-05-23;Consumer;634 
Technology;2019-05-23;Corporate;202 
Furniture;2019-05-23;Consumer;192 
Technology;2019-05-24;Consumer;9347 
Furniture;2019-05-24;Consumer;33 
Office Supplies;2019-05-24;Consumer;18 
Office Supplies;2019-05-24;Home Office;5 
Office Supplies;2019-05-25;Home Office;294 
Office Supplies;2019-05-26;Home Office;1351 
Furniture;2019-05-26;Home Office;27 
Furniture;2019-05-27;Consumer;904 
Technology;2019-05-27;Consumer;634 
Office Supplies;2019-05-27;Corporate;203 
Office Supplies;2019-05-27;Consumer;104 
Technology;2019-05-27;Corporate;50 
Furniture;2019-05-28;Corporate;3435 
Office Supplies;2019-05-28;Consumer;1180 
Office Supplies;2019-05-28;Corporate;431 
Furniture;2019-05-28;Consumer;28 
Technology;2019-05-29;Consumer;718 
Office Supplies;2019-05-29;Consumer;706 
Furniture;2019-05-29;Corporate;406 
Technology;2019-05-29;Home Office;301 
Office Supplies;2019-05-29;Corporate;110 
Technology;2019-05-30;Consumer;833 
Furniture;2019-05-30;Consumer;49 
Office Supplies;2019-05-30;Consumer;41 
Furniture;2019-05-31;Corporate;3115 
Technology;2019-05-31;Corporate;2990 
Office Supplies;2019-05-31;Home Office;1160 
Technology;2019-05-31;Consumer;331 
Office Supplies;2019-05-31;Corporate;139 
Technology;2019-05-31;Home Office;131 
Office Supplies;2019-05-31;Consumer;122 
Furniture;2019-05-31;Home Office;52 
Furniture;2019-06-01;Consumer;205 
Technology;2019-06-01;Consumer;173 
Office Supplies;2019-06-01;Consumer;40 
Office Supplies;2019-06-03;Corporate;140 
Furniture;2019-06-04;Corporate;77 
Technology;2019-06-05;Consumer;1423 
Furniture;2019-06-05;Consumer;794 
Office Supplies;2019-06-05;Consumer;114 
Office Supplies;2019-06-06;Consumer;434 
Office Supplies;2019-06-06;Home Office;144 
Office Supplies;2019-06-06;Corporate;58 
Technology;2019-06-07;Home Office;3281 
Office Supplies;2019-06-07;Consumer;820 
Technology;2019-06-07;Consumer;773 
Furniture;2019-06-07;Consumer;494 
Office Supplies;2019-06-07;Home Office;110 
Office Supplies;2019-06-07;Corporate;93 
Office Supplies;2019-06-08;Home Office;52 
Technology;2019-06-10;Consumer;838 
Furniture;2019-06-10;Home Office;755 
Furniture;2019-06-10;Consumer;113 
Furniture;2019-06-11;Consumer;1443 
Office Supplies;2019-06-11;Consumer;81 
Furniture;2019-06-12;Consumer;894 
Technology;2019-06-12;Consumer;605 
Office Supplies;2019-06-12;Consumer;73 
Furniture;2019-06-12;Corporate;14 
Office Supplies;2019-06-12;Corporate;10 
Technology;2019-06-13;Home Office;968 
Office Supplies;2019-06-13;Consumer;552 
Office Supplies;2019-06-13;Corporate;478 
Office Supplies;2019-06-13;Home Office;417 
Furniture;2019-06-13;Home Office;379 
Technology;2019-06-13;Consumer;67 
Furniture;2019-06-13;Consumer;48 
Technology;2019-06-14;Home Office;416 
Office Supplies;2019-06-14;Consumer;57 
Furniture;2019-06-15;Corporate;2856 
Furniture;2019-06-15;Home Office;650 
Office Supplies;2019-06-15;Consumer;42 
Technology;2019-06-15;Home Office;25 
Technology;2019-06-15;Consumer;16 
Office Supplies;2019-06-15;Home Office;16 
Office Supplies;2019-06-16;Consumer;156 
Technology;2019-06-17;Home Office;82 
Office Supplies;2019-06-17;Consumer;51 
Furniture;2019-06-18;Consumer;1361 
Office Supplies;2019-06-18;Consumer;680 
Technology;2019-06-18;Corporate;482 
Furniture;2019-06-18;Corporate;392 
Technology;2019-06-18;Consumer;26 
Office Supplies;2019-06-18;Corporate;17 
Office Supplies;2019-06-19;Corporate;479 
Office Supplies;2019-06-19;Consumer;83 
Office Supplies;2019-06-20;Corporate;15 
Office Supplies;2019-06-21;Home Office;500 
Office Supplies;2019-06-21;Consumer;256 
Furniture;2019-06-21;Consumer;178 
Technology;2019-06-21;Corporate;100 
Technology;2019-06-21;Consumer;69 
Furniture;2019-06-21;Corporate;53 
Office Supplies;2019-06-21;Corporate;52 
Furniture;2019-06-22;Consumer;361 
Office Supplies;2019-06-22;Consumer;200 
Office Supplies;2019-06-22;Corporate;1 
Office Supplies;2019-06-24;Consumer;1387 
Technology;2019-06-24;Consumer;742 
Technology;2019-06-25;Consumer;4361 
Office Supplies;2019-06-25;Consumer;364 
Office Supplies;2019-06-25;Corporate;9 
Furniture;2019-06-26;Corporate;430 
Office Supplies;2019-06-26;Corporate;298 
Furniture;2019-06-26;Consumer;113 
Office Supplies;2019-06-26;Consumer;59 
Office Supplies;2019-06-27;Corporate;838 
Office Supplies;2019-06-27;Home Office;592 
Technology;2019-06-27;Corporate;166 
Technology;2019-06-27;Consumer;140 
Furniture;2019-06-27;Corporate;33 
Furniture;2019-06-27;Consumer;22 
Office Supplies;2019-06-27;Consumer;16 
Technology;2019-06-27;Home Office;12 
Furniture;2019-06-28;Corporate;534 
Technology;2019-06-28;Consumer;210 
Office Supplies;2019-06-28;Corporate;32 
Technology;2019-06-29;Consumer;378 
Office Supplies;2019-06-29;Consumer;326 
Furniture;2019-06-29;Consumer;116 
Office Supplies;2019-06-29;Corporate;40 
Office Supplies;2019-06-30;Consumer;169 
Furniture;2019-07-01;Consumer;1267 
Technology;2019-07-01;Home Office;53 
Office Supplies;2019-07-01;Consumer;35 
Technology;2019-07-02;Home Office;1577 
Office Supplies;2019-07-02;Home Office;103 
Office Supplies;2019-07-02;Consumer;75 
Furniture;2019-07-03;Corporate;789 
Office Supplies;2019-07-03;Corporate;44 
Office Supplies;2019-07-03;Consumer;8 
Office Supplies;2019-07-04;Corporate;889 
Office Supplies;2019-07-04;Consumer;18 
Furniture;2019-07-05;Consumer;1135 
Technology;2019-07-05;Home Office;249 
Office Supplies;2019-07-05;Consumer;64 
Furniture;2019-07-05;Home Office;24 
Technology;2019-07-08;Consumer;2716 
Furniture;2019-07-08;Consumer;473 
Furniture;2019-07-08;Corporate;289 
Office Supplies;2019-07-08;Consumer;104 
Office Supplies;2019-07-08;Corporate;68 
Technology;2019-07-08;Home Office;62 
Office Supplies;2019-07-08;Home Office;24 
Technology;2019-07-09;Consumer;829 
Technology;2019-07-09;Corporate;795 
Furniture;2019-07-09;Consumer;683 
Office Supplies;2019-07-09;Consumer;88 
Office Supplies;2019-07-09;Corporate;53 
Furniture;2019-07-10;Corporate;539 
Office Supplies;2019-07-11;Consumer;560 
Technology;2019-07-11;Corporate;294 
Office Supplies;2019-07-11;Home Office;48 
Technology;2019-07-13;Corporate;102 
Furniture;2019-07-15;Corporate;591 
Technology;2019-07-15;Consumer;543 
Office Supplies;2019-07-15;Consumer;409 
Technology;2019-07-15;Corporate;400 
Office Supplies;2019-07-15;Corporate;104 
Furniture;2019-07-15;Consumer;87 
Furniture;2019-07-16;Corporate;244 
Office Supplies;2019-07-16;Corporate;97 
Office Supplies;2019-07-16;Home Office;39 
Technology;2019-07-17;Consumer;664 
Office Supplies;2019-07-17;Corporate;164 
Technology;2019-07-17;Corporate;81 
Furniture;2019-07-17;Corporate;9 
Office Supplies;2019-07-17;Consumer;6 
Office Supplies;2019-07-18;Consumer;854 
Technology;2019-07-18;Corporate;519 
Technology;2019-07-18;Consumer;422 
Office Supplies;2019-07-18;Corporate;255 
Furniture;2019-07-18;Consumer;35 
Furniture;2019-07-19;Corporate;1539 
Office Supplies;2019-07-19;Corporate;822 
Office Supplies;2019-07-19;Home Office;345 
Technology;2019-07-19;Consumer;74 
Furniture;2019-07-20;Consumer;601 
Office Supplies;2019-07-20;Consumer;458 
Technology;2019-07-20;Home Office;430 
Technology;2019-07-21;Consumer;90 
Office Supplies;2019-07-22;Corporate;683 
Furniture;2019-07-22;Consumer;309 
Office Supplies;2019-07-22;Consumer;6 
Office Supplies;2019-07-23;Consumer;949 
Technology;2019-07-23;Consumer;120 
Office Supplies;2019-07-23;Corporate;102 
Office Supplies;2019-07-23;Home Office;82 
Furniture;2019-07-23;Corporate;29 
Furniture;2019-07-23;Consumer;11 
Technology;2019-07-24;Corporate;244 
Office Supplies;2019-07-24;Consumer;200 
Technology;2019-07-24;Consumer;107 
Office Supplies;2019-07-24;Corporate;52 
Office Supplies;2019-07-24;Home Office;12 
Furniture;2019-07-25;Corporate;236 
Office Supplies;2019-07-25;Consumer;67 
Furniture;2019-07-26;Consumer;3206 
Technology;2019-07-26;Consumer;1512 
Furniture;2019-07-26;Corporate;494 
Technology;2019-07-26;Corporate;409 
Office Supplies;2019-07-26;Corporate;305 
Office Supplies;2019-07-26;Consumer;187 
Office Supplies;2019-07-26;Home Office;60 
Office Supplies;2019-07-29;Consumer;1202 
Furniture;2019-07-29;Home Office;301 
Furniture;2019-07-29;Consumer;186 
Office Supplies;2019-07-29;Home Office;133 
Office Supplies;2019-07-30;Consumer;786 
Office Supplies;2019-07-30;Corporate;84 
Office Supplies;2019-07-31;Consumer;1067 
Office Supplies;2019-07-31;Corporate;651 
Office Supplies;2019-07-31;Home Office;9 
Furniture;2019-08-01;Corporate;811 
Technology;2019-08-01;Consumer;725 
Office Supplies;2019-08-01;Consumer;306 
Furniture;2019-08-01;Consumer;240 
Technology;2019-08-02;Corporate;1071 
Office Supplies;2019-08-02;Corporate;61 
Furniture;2019-08-02;Consumer;18 
Technology;2019-08-03;Corporate;300 
Furniture;2019-08-03;Corporate;124 
Office Supplies;2019-08-03;Corporate;11 
Technology;2019-08-04;Consumer;147 
Office Supplies;2019-08-04;Consumer;77 
Technology;2019-08-05;Corporate;314 
Furniture;2019-08-05;Home Office;101 
Office Supplies;2019-08-05;Home Office;53 
Office Supplies;2019-08-05;Corporate;30 
Office Supplies;2019-08-05;Consumer;4 
Office Supplies;2019-08-06;Corporate;185 
Technology;2019-08-07;Consumer;196 
Office Supplies;2019-08-07;Corporate;62 
Office Supplies;2019-08-07;Consumer;39 
Technology;2019-08-08;Corporate;198 
Office Supplies;2019-08-09;Home Office;453 
Furniture;2019-08-09;Home Office;446 
Office Supplies;2019-08-09;Consumer;71 
Office Supplies;2019-08-10;Consumer;648 
Technology;2019-08-10;Consumer;42 
Office Supplies;2019-08-10;Home Office;15 
Office Supplies;2019-08-12;Home Office;165 
Office Supplies;2019-08-13;Consumer;1454 
Technology;2019-08-13;Consumer;1316 
Furniture;2019-08-13;Corporate;602 
Furniture;2019-08-13;Consumer;190 
Furniture;2019-08-13;Home Office;131 
Office Supplies;2019-08-13;Home Office;40 
Office Supplies;2019-08-14;Consumer;397 
Furniture;2019-08-14;Corporate;215 
Technology;2019-08-14;Consumer;66 
Office Supplies;2019-08-14;Corporate;8 
Technology;2019-08-15;Corporate;740 
Technology;2019-08-15;Consumer;110 
Office Supplies;2019-08-15;Consumer;28 
Technology;2019-08-16;Consumer;775 
Furniture;2019-08-16;Consumer;484 
Office Supplies;2019-08-16;Consumer;183 
Technology;2019-08-16;Corporate;66 
Office Supplies;2019-08-16;Corporate;3 
Furniture;2019-08-17;Corporate;160 
Office Supplies;2019-08-17;Consumer;43 
Office Supplies;2019-08-18;Consumer;14 
Office Supplies;2019-08-19;Corporate;323 
Office Supplies;2019-08-19;Consumer;86 
Technology;2019-08-19;Corporate;36 
Furniture;2019-08-19;Home Office;14 
Office Supplies;2019-08-20;Consumer;467 
Technology;2019-08-21;Home Office;15 
Furniture;2019-08-22;Corporate;2800 
Furniture;2019-08-22;Home Office;709 
Furniture;2019-08-22;Consumer;567 
Technology;2019-08-22;Corporate;371 
Office Supplies;2019-08-22;Corporate;98 
Office Supplies;2019-08-22;Home Office;37 
Office Supplies;2019-08-23;Consumer;293 
Furniture;2019-08-23;Home Office;100 
Office Supplies;2019-08-23;Corporate;25 
Office Supplies;2019-08-24;Corporate;1081 
Office Supplies;2019-08-24;Home Office;789 
Technology;2019-08-24;Consumer;729 
Technology;2019-08-24;Home Office;648 
Furniture;2019-08-24;Consumer;506 
Office Supplies;2019-08-24;Consumer;216 
Furniture;2019-08-24;Home Office;21 
Furniture;2019-08-27;Corporate;2602 
Technology;2019-08-27;Consumer;745 
Furniture;2019-08-27;Consumer;634 
Technology;2019-08-27;Corporate;530 
Office Supplies;2019-08-27;Consumer;207 
Office Supplies;2019-08-27;Corporate;178 
Technology;2019-08-27;Home Office;44 
Office Supplies;2019-08-28;Consumer;331 
Furniture;2019-08-28;Consumer;220 
Office Supplies;2019-08-28;Corporate;98 
Technology;2019-08-28;Consumer;65 
Furniture;2019-08-29;Consumer;147 
Technology;2019-08-29;Consumer;92 
Office Supplies;2019-08-29;Consumer;41 
Office Supplies;2019-08-29;Corporate;17 
Furniture;2019-08-30;Corporate;390 
Technology;2019-08-30;Home Office;123 
Office Supplies;2019-08-30;Home Office;101 
Office Supplies;2019-08-30;Corporate;15 
Furniture;2019-08-31;Consumer;825 
Technology;2019-08-31;Consumer;606 
Office Supplies;2019-08-31;Consumer;171 
Office Supplies;2019-09-01;Consumer;23 
Office Supplies;2019-09-02;Home Office;4622 
Technology;2019-09-02;Consumer;495 
Office Supplies;2019-09-02;Consumer;427 
Furniture;2019-09-02;Consumer;173 
Office Supplies;2019-09-02;Corporate;75 
Technology;2019-09-02;Corporate;21 
Technology;2019-09-02;Home Office;7 
Technology;2019-09-03;Consumer;4735 
Furniture;2019-09-03;Consumer;1322 
Office Supplies;2019-09-03;Consumer;558 
Technology;2019-09-03;Home Office;156 
Furniture;2019-09-03;Home Office;92 
Office Supplies;2019-09-03;Home Office;51 
Office Supplies;2019-09-04;Home Office;993 
Furniture;2019-09-04;Consumer;598 
Technology;2019-09-04;Home Office;253 
Office Supplies;2019-09-04;Corporate;161 
Office Supplies;2019-09-04;Consumer;139 
Furniture;2019-09-04;Home Office;74 
Technology;2019-09-05;Consumer;2772 
Office Supplies;2019-09-05;Consumer;754 
Office Supplies;2019-09-05;Corporate;498 
Furniture;2019-09-05;Consumer;127 
Furniture;2019-09-06;Consumer;3161 
Office Supplies;2019-09-06;Consumer;842 
Technology;2019-09-06;Consumer;426 
Furniture;2019-09-06;Corporate;425 
Office Supplies;2019-09-06;Home Office;225 
Technology;2019-09-06;Corporate;169 
Office Supplies;2019-09-06;Corporate;48 
Furniture;2019-09-07;Consumer;780 
Technology;2019-09-07;Corporate;320 
Office Supplies;2019-09-07;Consumer;113 
Office Supplies;2019-09-07;Corporate;108 
Technology;2019-09-07;Consumer;29 
Furniture;2019-09-09;Consumer;2721 
Office Supplies;2019-09-09;Consumer;551 
Office Supplies;2019-09-09;Home Office;316 
Furniture;2019-09-09;Home Office;160 
Technology;2019-09-09;Consumer;88 
Office Supplies;2019-09-09;Corporate;74 
Technology;2019-09-09;Corporate;64 
Office Supplies;2019-09-10;Consumer;67 
Furniture;2019-09-10;Home Office;16 
Technology;2019-09-11;Consumer;792 
Technology;2019-09-11;Corporate;488 
Office Supplies;2019-09-11;Consumer;428 
Furniture;2019-09-11;Consumer;265 
Office Supplies;2019-09-11;Home Office;119 
Technology;2019-09-12;Consumer;4500 
Technology;2019-09-12;Corporate;671 
Office Supplies;2019-09-12;Consumer;454 
Office Supplies;2019-09-12;Home Office;65 
Office Supplies;2019-09-12;Corporate;35 
Furniture;2019-09-13;Corporate;1437 
Office Supplies;2019-09-13;Corporate;169 
Technology;2019-09-13;Home Office;160 
Furniture;2019-09-13;Home Office;72 
Office Supplies;2019-09-13;Consumer;37 
Technology;2019-09-13;Corporate;22 
Furniture;2019-09-14;Consumer;1149 
Office Supplies;2019-09-14;Consumer;773 
Technology;2019-09-14;Consumer;189 
Office Supplies;2019-09-15;Consumer;680 
Technology;2019-09-15;Consumer;442 
Office Supplies;2019-09-15;Home Office;25 
Furniture;2019-09-16;Corporate;1106 
Office Supplies;2019-09-16;Corporate;940 
Office Supplies;2019-09-16;Consumer;121 
Furniture;2019-09-17;Corporate;252 
Furniture;2019-09-17;Home Office;104 
Office Supplies;2019-09-17;Corporate;17 
Office Supplies;2019-09-17;Home Office;12 
Technology;2019-09-18;Corporate;532 
Office Supplies;2019-09-18;Consumer;507 
Technology;2019-09-18;Consumer;356 
Furniture;2019-09-18;Consumer;186 
Furniture;2019-09-18;Home Office;125 
Furniture;2019-09-18;Corporate;118 
Technology;2019-09-18;Home Office;90 
Office Supplies;2019-09-18;Corporate;57 
Office Supplies;2019-09-18;Home Office;12 
Furniture;2019-09-19;Corporate;2174 
Furniture;2019-09-19;Consumer;1240 
Office Supplies;2019-09-19;Consumer;859 
Office Supplies;2019-09-19;Corporate;380 
Technology;2019-09-19;Consumer;223 
Office Supplies;2019-09-20;Home Office;1642 
Furniture;2019-09-20;Home Office;1631 
Technology;2019-09-20;Consumer;272 
Office Supplies;2019-09-20;Consumer;223 
Office Supplies;2019-09-20;Corporate;9 
Office Supplies;2019-09-21;Corporate;485 
Office Supplies;2019-09-21;Consumer;424 
Furniture;2019-09-21;Home Office;170 
Furniture;2019-09-21;Corporate;98 
Office Supplies;2019-09-23;Home Office;205 
Technology;2019-09-23;Consumer;103 
Office Supplies;2019-09-23;Consumer;97 
Furniture;2019-09-23;Corporate;96 
Technology;2019-09-23;Corporate;64 
Office Supplies;2019-09-23;Corporate;41 
Furniture;2019-09-23;Home Office;14 
Furniture;2019-09-24;Corporate;653 
Furniture;2019-09-24;Consumer;365 
Office Supplies;2019-09-24;Consumer;116 
Office Supplies;2019-09-24;Corporate;54 
Office Supplies;2019-09-24;Home Office;33 
Furniture;2019-09-24;Home Office;27 
Office Supplies;2019-09-25;Corporate;839 
Furniture;2019-09-25;Corporate;651 
Office Supplies;2019-09-25;Home Office;501 
Furniture;2019-09-25;Consumer;295 
Furniture;2019-09-25;Home Office;20 
Office Supplies;2019-09-25;Consumer;14 
Furniture;2019-09-26;Consumer;815 
Furniture;2019-09-26;Corporate;771 
Office Supplies;2019-09-26;Consumer;689 
Technology;2019-09-26;Corporate;510 
Technology;2019-09-26;Consumer;467 
Office Supplies;2019-09-26;Corporate;92 
Furniture;2019-09-27;Corporate;845 
Furniture;2019-09-27;Consumer;815 
Technology;2019-09-27;Home Office;516 
Office Supplies;2019-09-27;Home Office;293 
Office Supplies;2019-09-27;Consumer;149 
Office Supplies;2019-09-27;Corporate;113 
Technology;2019-09-28;Consumer;1032 
Furniture;2019-09-28;Corporate;842 
Office Supplies;2019-09-28;Consumer;30 
Office Supplies;2019-09-28;Corporate;3 
Office Supplies;2019-09-29;Corporate;94 
Technology;2019-09-30;Corporate;790 
Technology;2019-09-30;Consumer;249 
Office Supplies;2019-09-30;Consumer;147 
Office Supplies;2019-09-30;Home Office;44 
Office Supplies;2019-09-30;Corporate;26 
Furniture;2019-10-01;Consumer;445 
Office Supplies;2019-10-01;Consumer;2 
Furniture;2019-10-02;Consumer;528 
Technology;2019-10-02;Consumer;158 
Office Supplies;2019-10-02;Consumer;59 
Technology;2019-10-03;Corporate;18900 
Office Supplies;2019-10-03;Corporate;826 
Office Supplies;2019-10-03;Consumer;56 
Furniture;2019-10-04;Home Office;842 
Furniture;2019-10-04;Consumer;629 
Office Supplies;2019-10-04;Home Office;102 
Furniture;2019-10-04;Corporate;41 
Office Supplies;2019-10-04;Consumer;15 
Technology;2019-10-05;Home Office;4752 
Furniture;2019-10-05;Consumer;259 
Office Supplies;2019-10-05;Home Office;158 
Office Supplies;2019-10-05;Consumer;59 
Technology;2019-10-05;Corporate;48 
Furniture;2019-10-05;Corporate;10 
Technology;2019-10-07;Home Office;710 
Office Supplies;2019-10-07;Consumer;29 
Office Supplies;2019-10-07;Home Office;28 
Technology;2019-10-08;Corporate;720 
Office Supplies;2019-10-08;Consumer;144 
Office Supplies;2019-10-08;Home Office;4 
Office Supplies;2019-10-09;Consumer;454 
Office Supplies;2019-10-09;Home Office;62 
Furniture;2019-10-09;Corporate;53 
Furniture;2019-10-10;Corporate;286 
Furniture;2019-10-10;Home Office;151 
Technology;2019-10-10;Corporate;26 
Office Supplies;2019-10-10;Corporate;17 
Office Supplies;2019-10-10;Home Office;2 
Furniture;2019-10-11;Corporate;188 
Office Supplies;2019-10-11;Corporate;24 
Office Supplies;2019-10-11;Consumer;18 
Furniture;2019-10-11;Consumer;15 
Technology;2019-10-11;Corporate;15 
Office Supplies;2019-10-12;Consumer;30 
Furniture;2019-10-14;Corporate;901 
Office Supplies;2019-10-14;Consumer;248 
Furniture;2019-10-14;Consumer;196 
Technology;2019-10-14;Consumer;179 
Office Supplies;2019-10-14;Corporate;172 
Technology;2019-10-15;Consumer;1422 
Technology;2019-10-15;Corporate;1205 
Office Supplies;2019-10-15;Consumer;158 
Office Supplies;2019-10-15;Corporate;119 
Furniture;2019-10-15;Consumer;89 
Office Supplies;2019-10-16;Home Office;1234 
Office Supplies;2019-10-16;Corporate;298 
Technology;2019-10-16;Home Office;6 
Furniture;2019-10-17;Corporate;128 
Office Supplies;2019-10-18;Home Office;2121 
Technology;2019-10-18;Home Office;400 
Office Supplies;2019-10-18;Consumer;332 
Furniture;2019-10-18;Home Office;133 
Furniture;2019-10-18;Consumer;114 
Furniture;2019-10-19;Consumer;317 
Furniture;2019-10-21;Corporate;379 
Technology;2019-10-21;Consumer;346 
Office Supplies;2019-10-21;Consumer;97 
Furniture;2019-10-21;Home Office;62 
Furniture;2019-10-21;Consumer;52 
Office Supplies;2019-10-21;Corporate;17 
Office Supplies;2019-10-22;Home Office;4572 
Furniture;2019-10-22;Corporate;1842 
Office Supplies;2019-10-22;Consumer;707 
Technology;2019-10-22;Consumer;431 
Furniture;2019-10-22;Consumer;273 
Office Supplies;2019-10-22;Corporate;138 
Furniture;2019-10-22;Home Office;41 
Furniture;2019-10-23;Consumer;126 
Furniture;2019-10-23;Home Office;28 
Office Supplies;2019-10-23;Consumer;15 
Office Supplies;2019-10-24;Home Office;337 
Office Supplies;2019-10-24;Corporate;53 
Furniture;2019-10-24;Corporate;15 
Technology;2019-10-25;Home Office;593 
Technology;2019-10-25;Corporate;501 
Technology;2019-10-25;Consumer;202 
Office Supplies;2019-10-25;Corporate;14 
Technology;2019-10-26;Corporate;855 
Furniture;2019-10-28;Consumer;766 
Office Supplies;2019-10-28;Consumer;80 
Office Supplies;2019-10-28;Home Office;69 
Office Supplies;2019-10-28;Corporate;69 
Office Supplies;2019-10-29;Corporate;1226 
Furniture;2019-10-29;Corporate;826 
Technology;2019-10-29;Consumer;314 
Furniture;2019-10-29;Consumer;258 
Office Supplies;2019-10-29;Consumer;158 
Furniture;2019-10-30;Consumer;73 
Office Supplies;2019-10-30;Corporate;53 
Office Supplies;2019-10-30;Consumer;12 
Office Supplies;2019-10-31;Corporate;134 
Office Supplies;2019-10-31;Consumer;13 
Furniture;2019-11-01;Corporate;1915 
Office Supplies;2019-11-01;Corporate;1351 
Furniture;2019-11-01;Consumer;522 
Office Supplies;2019-11-01;Consumer;31 
Office Supplies;2019-11-02;Home Office;272 
Office Supplies;2019-11-02;Corporate;121 
Technology;2019-11-02;Consumer;62 
Technology;2019-11-02;Home Office;19 
Office Supplies;2019-11-04;Consumer;1732 
Furniture;2019-11-04;Consumer;1085 
Furniture;2019-11-04;Home Office;494 
Technology;2019-11-04;Consumer;237 
Technology;2019-11-04;Home Office;76 
Office Supplies;2019-11-04;Corporate;9 
Furniture;2019-11-05;Corporate;1967 
Office Supplies;2019-11-05;Corporate;818 
Technology;2019-11-05;Consumer;680 
Office Supplies;2019-11-05;Consumer;181 
Furniture;2019-11-05;Consumer;125 
Office Supplies;2019-11-05;Home Office;45 
Furniture;2019-11-06;Consumer;2727 
Technology;2019-11-06;Consumer;862 
Office Supplies;2019-11-06;Consumer;232 
Office Supplies;2019-11-06;Home Office;225 
Technology;2019-11-06;Corporate;23 
Furniture;2019-11-07;Home Office;301 
Furniture;2019-11-07;Corporate;234 
Office Supplies;2019-11-07;Corporate;110 
Office Supplies;2019-11-07;Consumer;73 
Furniture;2019-11-08;Home Office;1443 
Office Supplies;2019-11-08;Consumer;763 
Technology;2019-11-08;Consumer;618 
Technology;2019-11-08;Corporate;558 
Office Supplies;2019-11-08;Corporate;85 
Furniture;2019-11-08;Consumer;49 
Furniture;2019-11-08;Corporate;13 
Office Supplies;2019-11-08;Home Office;12 
Furniture;2019-11-09;Consumer;1024 
Technology;2019-11-10;Consumer;461 
Technology;2019-11-11;Consumer;1439 
Office Supplies;2019-11-11;Consumer;1183 
Furniture;2019-11-11;Consumer;818 
Office Supplies;2019-11-11;Home Office;518 
Office Supplies;2019-11-11;Corporate;404 
Technology;2019-11-11;Home Office;188 
Furniture;2019-11-11;Home Office;171 
Furniture;2019-11-11;Corporate;32 
Furniture;2019-11-12;Corporate;2527 
Office Supplies;2019-11-12;Home Office;695 
Furniture;2019-11-12;Consumer;525 
Technology;2019-11-12;Consumer;318 
Office Supplies;2019-11-12;Corporate;186 
Technology;2019-11-12;Corporate;124 
Office Supplies;2019-11-12;Consumer;115 
Furniture;2019-11-13;Consumer;3738 
Furniture;2019-11-13;Home Office;728 
Office Supplies;2019-11-13;Corporate;326 
Technology;2019-11-13;Home Office;190 
Office Supplies;2019-11-13;Consumer;120 
Technology;2019-11-13;Consumer;29 
Furniture;2019-11-13;Corporate;23 
Technology;2019-11-14;Home Office;2485 
Office Supplies;2019-11-14;Home Office;265 
Office Supplies;2019-11-14;Corporate;252 
Office Supplies;2019-11-14;Consumer;46 
Furniture;2019-11-14;Corporate;30 
Furniture;2019-11-14;Home Office;20 
Technology;2019-11-15;Consumer;1533 
Furniture;2019-11-15;Consumer;925 
Office Supplies;2019-11-15;Consumer;97 
Office Supplies;2019-11-16;Consumer;1023 
Furniture;2019-11-16;Corporate;680 
Technology;2019-11-16;Corporate;410 
Office Supplies;2019-11-17;Consumer;40 
Technology;2019-11-18;Consumer;58 
Office Supplies;2019-11-18;Home Office;46 
Office Supplies;2019-11-18;Consumer;22 
Office Supplies;2019-11-19;Home Office;1387 
Technology;2019-11-19;Corporate;1241 
Technology;2019-11-19;Consumer;547 
Furniture;2019-11-19;Consumer;308 
Furniture;2019-11-19;Home Office;240 
